,CONTS_ID,CONTS_NAME,IMG_URL,ADDR_OLD,ADDR_NEW,COORD_DATA,COORD_X,COORD_Y,TEL_NO,CONTS_DETL,CONTS_STAT,EX_DATA_01,EX_DATA_02,NAME_01,VALUE_01,NAME_02,VALUE_02,NAME_03,VALUE_03,NAME_04,VALUE_04,NAME_05,VALUE_05,NAME_06,VALUE_06,NAME_07,VALUE_07,NAME_08,VALUE_08,NAME_09,VALUE_09,NAME_10,VALUE_10,NAME_11,VALUE_11,NAME_12,VALUE_12,NAME_13,VALUE_13,NAME_14,VALUE_14,NAME_15,VALUE_15,NAME_16,VALUE_16,NAME_17,VALUE_17,NAME_18,VALUE_18,NAME_19,VALUE_19,NAME_20,VALUE_20,COORD_TYPE,LN_PATTERN,LN_COLOR,LN_WEIGHT,MOVIE_URL,VOICE_URL,BASE_AREA,POINT_NUM,LAN_TYPE,KEYWORD,SUB_ID,SUB_NAME,CRTFC_YN,geometry
42,zerowaste_2023_062,은평구청,,서울특별시 은평구 녹번동 84,서울특별시 은평구 은평로 195,"[126.92884,37.60246]",126.928840000,37.602460000,02-351-6114,,1,,https://www.ep.go.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03384,다사49585604,KOR,,1,카페,N,POINT (126.92884 37.60246)
43,zerowaste_2022022,두레생협(응암역점),,서울특별시 은평구 역촌동 85-12,서울특별시 은평구 연서로 9,"[126.915682007,37.600008363]",126.915682007,37.600008363,02-356-6233,,1,,https://www.instagram.com/epdure,서울시 인증 여부,서울시제로마켓,제로웨이스트 실천 내용,서울형 제로마켓|,운영시간,"월-토 10:00-21:00 일 10:00-18:00
",취급품목(메뉴),"친환경생필품, 리필세제, 곡류, 과일 등",인스타그램,"https://www.instagram.com/epdure
",제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03421,다사48425578,KOR,#환경,3,리필샵,N,POINT (126.915682007 37.600008363)
44,11103395_1655169224240,더테이블,,서울특별시 중구 을지로2가 11,서울특별시 중구 을지로 65,"[126.984936922,37.56648742]",126.984936922,37.566487420,,,1,,,서울시 인증 여부,서울형다회용컵(리유저블컵),제로웨이스트 실천 내용,서울형 다회용컵 제공(반납기미설치)|,운영시간,"운영시간을 작성하세요
※ 입력시 내용을 삭제해주세요",취급품목(메뉴),"판매물품 또는 판매 식음료를 작성하세요
※ 입력시 내용을 삭제해주세요",인스타그램,"https://www.instagram.com/아이디 형식으로 작성하세요, 없을 경우 공란
※ 입력시 내용을 삭제해주세요",제로페이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04539,다사54515202,KOR,,1,카페,N,POINT (126.984936922 37.56648742)
45,zerowaste_0039,영그램,,서울특별시 노원구 공릉동 559-17,서울특별시 노원구 동일로182길 63-3,"[127.077568172,37.623697453]",127.077568172,37.623697453,010-7152-6761,,0,,,서울시 인증 여부,아니요,제로웨이스트 활동내용,"세제 무포장 리필, 플라스틱이 나오지 않는 친환경 제품 소개 및 판매, 플라스틱 업사이클링 제품 제공",운영시간,평일 09:00~18:00,취급품목(메뉴),제로웨이스트제품(생활/주방/욕실용품),인스타그램,http://www.instagram.com/0gram_official,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01846,다사62725833,KOR,#환경,4,친환경생필품점,N,POINT (127.077568172 37.623697453)
46,zerowaste_0056,꿈꾸는 고래,,서울특별시 은평구 역촌동 72-7,서울특별시 은평구 갈현로9길 5-16,"[126.909702562,37.604340696]",126.909702562,37.604340696,070-7809-7482,,1,,,서울시 인증 여부,아니요,제로웨이스트 활동내용,"(무포장 가게) 음료, 원두 다회용기 포장, 포장용 다회용기 대여",운영시간,,취급품목(메뉴),"커피, 원두 등",인스타그램,http://www.instagram.com/dreamingwhale_cafe_workroom,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03431,다사47895626,KOR,#환경,1,카페,N,POINT (126.909702562 37.604340696)
47,zerowaste_0066,행복중심생협_새록 중계점,,서울특별시 노원구 중계동 360-15,서울특별시 노원구 노원로22길 77,"[127.074549874,37.64774495]",127.074549874,37.647744950,02-934-7999,,0,,http://www.happycoop.or.kr/main.do,서울시 인증 여부,아니요,제로웨이스트 활동내용,"플라스틱병뚜껑 수거 
종이팩,멸균팩 수거
친환경먹거리 수업",운영시간,"월~금 09시~20시, 토 09시~18시, 일 10시~18시",취급품목(메뉴),"제로웨이스트제품(생활/주방/욕실용품)
친환경 유기농산물 및 가공식품
우유팩으로 만든 휴지, 생고무장갑",인스타그램,http://www.instagram.com/dbcoop_official,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01744,다사62466100,KOR,#환경,4,친환경생필품점,N,POINT (127.074549874 37.64774495)
48,zerowaste_2023_077,노원구청 카페_노원437,,서울특별시 노원구 상계동 701-1,서울특별시 노원구 노해로 437,"[127.05628,37.65451]",127.056280000,37.654510000,02-2116-3510,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/cafe_nowon437,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01689,다사60866176,KOR,,1,카페,N,POINT (127.05628 37.65451)
49,zerowaste_0064,마을과마디_새록,,서울특별시 노원구 공릉동 657-7,서울특별시 노원구 화랑로 464,"[127.078900615,37.618552543]",127.078900615,37.618552543,02-977-1318,,1,,https://linktr.ee/saerok_official,서울시 인증 여부,아니요,제로웨이스트 활동내용,"플라스틱병뚜껑 수거 
종이팩,멸균팩 수거
친환경 수공예 수업",운영시간,"화~토 10시~22시
일 12시~21시",취급품목(메뉴),"제로웨이스트제품(생활/주방/욕실용품)
환경관련 도서
마을작가 수공예품",인스타그램,http://www.instagram.com/saerok_madi,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01803,다사62835776,KOR,#환경,1,카페,N,POINT (127.078900615 37.618552543)
50,zerowaste_2023_038,잠실야구장 01~20,,서울특별시 송파구 잠실동 10-1,서울특별시 송파구 올림픽로 19-2,"[127.07286,37.51125]",127.072860000,37.511250000,02-2240-8800,,1,,http://stadium.seoul.go.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,야구경기 운영시간 참조,취급품목(메뉴),,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,05500,다사62254586,KOR,,1,카페,N,POINT (127.07286 37.51125)
51,zerowaste_2023_075,양천구청 카페_도담,,서울특별시 양천구 신정동 321-4,서울특별시 양천구 목동동로 105,"[126.86655,37.51706]",126.866550000,37.517060000,-,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,08095,다사44024660,KOR,,1,카페,N,POINT (126.86655 37.51706)
52,zerowaste_2023_009,스타벅스 을지로내외빌딩R점,,서울특별시 중구 을지로2가 6,서울특별시 중구 을지로 51,"[126.9837,37.5665]",126.983700000,37.566500000,1522-3239,,1,,https://www.starbucks.co.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00~20:00, 토 09:00~18:00, 일 휴무",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04539,다사54405202,KOR,,1,카페,N,POINT (126.9837 37.5665)
53,zerowaste_2023_084,휘펍,,서울특별시 강서구 등촌동 679-2,서울특별시 강서구 강서로56가길 63,"[126.8403738,37.5624115]",126.840373800,37.562411500,02-3662-8558,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"화~일 10:00 ~ 22:00, 월 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07583,다사41745165,KOR,,1,카페,N,POINT (126.8403738 37.5624115)
54,zerowaste_2023_094,THE YOUNG(더영),,서울특별시 마포구 상암동 1610,서울특별시 마포구 매봉산로 75,"[126.89295,37.57852]",126.892950000,37.578520000,0507-1493-5556,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00 ~ 20:00, 토 09:00 ~ 17:00, 일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03926,다사46395341,KOR,,1,카페,N,POINT (126.89295 37.57852)
55,zerowaste_2023_036,니트앤커피,,서울특별시 중구 주교동 24-1,서울특별시 중구 청계천로 208,"[127.00073,37.56914]",127.000730000,37.569140000,0507-1393-3413,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00 ~ 18:00, 토 07:00-17:00. 일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04546,다사55915231,KOR,,1,카페,N,POINT (127.00073 37.56914)
56,zerowaste_2023_057,카페루시,,서울특별시 강서구 마곡동 774-2,서울특별시 강서구 공항대로 213,"[126.83137,37.5597]",126.831370000,37.559700000,0507-1323-5609,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 23:00, 토,일 10:00-23:00",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07802,다사40945135,KOR,,1,카페,N,POINT (126.83137 37.5597)
57,zerowaste_2023_007,스타벅스 을지로국제빌딩점,,서울특별시 중구 다동 111,서울특별시 중구 남대문로 109,"[126.98226,37.56699]",126.982260000,37.566990000,1522-3237,,1,,https://www.starbucks.co.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00~20:00, 토,일 10:00~19:00",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04522,다사54275208,KOR,,1,카페,N,POINT (126.98226 37.56699)
58,zerowaste_2023_011,스타벅스서소문배재점,,서울특별시 중구 서소문동 57-9,서울특별시 중구 서소문로 99,"[126.97219,37.56289]",126.972190000,37.562890000,1522-3241,,1,,https://www.starbucks.co.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00~18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04516,다사53385163,KOR,,1,카페,N,POINT (126.97219 37.56289)
59,zerowaste_2023_059,애니원FNC 서울세관,,서울특별시 강남구 논현동 71,서울특별시 강남구 언주로 721,"[127.034468,37.518402]",127.034468000,37.518402000,-,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,월~금 08:00 ~ 17:30,취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,06050,다사58864666,KOR,,1,카페,N,POINT (127.034468 37.518402)
60,zerowaste_2023_050,서강대학교,,서울특별시 마포구 신수동 1-1,서울특별시 마포구 백범로 35,"[126.94307,37.55147]",126.943070000,37.551470000,02-705-8114,,1,,https://www.sogang.ac.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04107,다사50805038,KOR,,1,카페,N,POINT (126.94307 37.55147)
61,zerowaste_2023_006,스타벅스 시청점,,서울특별시 중구 을지로1가 50,서울특별시 중구 을지로 19,"[126.97997,37.56631]",126.979970000,37.566310000,1522-3236,,1,,https://www.starbucks.co.kr/,서울시 인증 여부,서울형다회용컵(리유저블컵),제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00~19:00, 토 09:00~20:00, 일09:00~17:00",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04523,다사54075201,KOR,#환경,1,카페,N,POINT (126.97997 37.56631)
62,zerowaste_2023_063,은평구청내 카페_은마루,,서울특별시 은평구 녹번동 84,서울특별시 은평구 은평로 195,"[126.92884,37.60246]",126.928840000,37.602460000,02-351-6133,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03384,다사49585604,KOR,,1,카페,N,POINT (126.92884 37.60246)
63,zerowaste_2023_067,한스바이오매드,,서울특별시 송파구 문정동 640-3,서울특별시 송파구 정의로8길 7,"[127.11592,37.48621]",127.115920000,37.486210000,02-466-2266,,1,,http://www.hansbiomed.com/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,05836,다사66044306,KOR,,1,카페,N,POINT (127.11592 37.48621)
64,zerowaste_0090,제로마켓 리필스테이션 GS더프레시 명일점,,서울특별시 강동구 명일동 312-99,서울특별시 강동구 양재대로 1630,"[127.144529861,37.551045938]",127.144529861,37.551045938,02-426-3708,,0,,http://gssuper.gsretail.com/,서울시 인증 여부,서울시제로마켓,제로웨이스트 실천 내용,세제 무포장 리필,운영시간,"월~일 10:00~23:00 (2, 5번째 일요일 휴무)",취급품목(메뉴),제로웨이스트제품(생활/주방/욕실용품),인스타그램,https://www.instagram.com/gsthefresh/,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,05266,다사68605024,KOR,#환경,4,친환경생필품점,N,POINT (127.144529861 37.551045938)
65,zerowaste_0087,카페라라당,,서울특별시 중구 을지로1가 32,서울특별시 중구 남대문로9길 51,"[126.97951,37.56682]",126.979510000,37.566820000,010-8247-8959,,0,,,서울시 인증 여부,서울형다회용컵(리유저블컵),제로웨이스트 실천 내용,서울형 다회용컵 제공(반납기미설치),운영시간,"월~금 07:30~17:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04523,다사54035206,KOR,#환경,1,카페,N,POINT (126.97951 37.56682)
66,zerowaste_2023_090,매듭달,,서울특별시 양천구 목동 966,서울특별시 양천구 목동중앙북로 68,"[126.87068,37.54659]",126.870680000,37.546590000,010-9310-1507,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,매일 10:00 ~ 22:00,취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/cafe_decembermoon,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07948,다사44404988,KOR,,1,카페,N,POINT (126.87068 37.54659)
67,zerowaste_2023_029,칸틴커피대치,,서울특별시 강남구 대치동 1004,서울특별시 강남구 테헤란로114길 38,"[127.06689,37.50708]",127.066890000,37.507080000,02-568-1066,,1,,https://www.instagram.com/kanteen_daechi/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~토 08:00 ~ 17:30, 일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,06176,다사61724539,KOR,,1,카페,N,POINT (127.06689 37.50708)
68,zerowaste_2023_055,몽슈크레,,서울특별시 강서구 마곡동 772-5,서울특별시 강서구 마곡중앙6로 45,"[126.83272,37.56063]",126.832720000,37.560630000,-,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,매일 09:30 ~ 22:00,취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07802,다사41065146,KOR,,1,카페,N,POINT (126.83272 37.56063)
69,zerowaste_2023_028,SK T보라매 사옥_아이갓에브리씽,,서울특별시 관악구 봉천동 729-1,서울특별시 관악구 보라매로5길 1,"[126.92647,37.49221]",126.926470000,37.492210000,02-840-1570,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,월~금 08:30 ~ 21:00,취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,08708,다사49304381,KOR,,1,카페,N,POINT (126.92647 37.49221)
70,zerowaste_0037,르라보 가로수길점,,서울특별시 강남구 신사동 524-31,서울특별시 강남구 압구정로10길 28,"[127.021961002,37.521774252]",127.021961002,37.521774252,02-541-7945,,1,,https://www.lelabofragrances.com/,서울시 인증 여부,아니요,제로웨이스트 활동내용,,운영시간,"매일 11:00 - 20:00, 2째 월요일 정기휴무",취급품목(메뉴),취향에 맞춘 향수를 직접 만들고 리필할 수 있습니다. (지정 용기에 한해 재사용 가능),인스타그램,http://www.instagram.com/lelabofragrances,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,06028,다사57754704,KOR,#환경,3,리필샵,N,POINT (127.021961002 37.521774252)
71,zerowaste_0096,제로마켓 미오솜 홈플러스 신도림점,,서울특별시 구로구 신도림동 337,서울특별시 구로구 경인로 661,"[126.888041345,37.509258946]",126.888041345,37.509258946,02-2618-2080,,0,,https://corporate.homeplus.co.kr/,서울시 인증 여부,서울시제로마켓,제로웨이스트 실천 내용,"세제 무포장 리필, 플라스틱이 나오지 않는 친환경 제품 소개 및 판매, 플라스틱 업사이클링 제품 제공",운영시간,"월~일 10:00~24:00 (2, 4번째 일요일 휴무)",취급품목(메뉴),제로웨이스트제품(생활/주방/욕실용품),인스타그램,https://www.instagram.com/zerosom_miosom/,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,08208,다사45914572,KOR,#환경,4,친환경생필품점,N,POINT (126.888041345 37.509258946)
72,zerowaste_2023_072,마포구청 카페_티타임,,서울특별시 마포구 성산동 370,서울특별시 마포구 월드컵로 212,"[126.901731111,37.56608768]",126.901731111,37.566087680,070-4237-6538,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03937,다사47165202,KOR,,1,카페,N,POINT (126.901731111 37.56608768)
73,zerowaste_2023_044,커피수공업,,서울특별시 성북구 안암동2가 118-8,서울특별시 성북구 고려대로 51,"[127.02508,37.58641]",127.025080000,37.586410000,070-8724-9384,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 08:00 ~ 22:00, 토 10:00-21:00, 일 11:00-21:00",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,02843,다사58075421,KOR,,1,카페,N,POINT (127.02508 37.58641)
74,zerowaste_2023_085,파머스빈 마곡나루점,,서울특별시 강서구 마곡동 757-3,서울특별시 강서구 마곡중앙5로1길 20,"[126.826607,37.568625]",126.826607000,37.568625000,0507-1401-6520,,1,,http://farmersbean.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00 ~ 22:00, 토 10:00 ~ 22:00, 일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07788,다사40535235,KOR,,1,카페,N,POINT (126.826607 37.568625)
75,zerowaste_0036,아로마티카 제로스테이션,,서울특별시 강남구 신사동 506,서울특별시 강남구 도산대로1길 62,"[127.019285386,37.520642755]",127.019285386,37.520642755,02-1600-3689,,1,,https://aromatica.co.kr/brand/zero_station.html,서울시 인증 여부,아니요,제로웨이스트 활동내용,"무포장 세제 리필, 플라스틱 소재별 분리 배출 및 재활용 프로세스 존",운영시간,"매일 11:00 - 20:00?추석 전일,당일 휴무",취급품목(메뉴),아로마티카 화장품 리필 및 제로웨이스트 용품 판매,인스타그램,http://www.instagram.com/aromatica.life,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,06027,다사57524692,KOR,#환경,3,리필샵,N,POINT (127.019285386 37.520642755)
76,zerowaste_0078,스타벅스 을지로국제빌딩점,,서울특별시 중구 다동 111,서울특별시 중구 남대문로 109,"[126.98226,37.56699]",126.982260000,37.566990000,1522-3237,,0,,https://www.starbucks.co.kr/,서울시 인증 여부,서울형다회용컵(리유저블컵),제로웨이스트 실천 내용,서울형 다회용컵 제공(반납기설치),운영시간,"월~금 07:00~20:00, 토,일 10:00~19:00",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04522,다사54275208,KOR,#환경,1,카페,N,POINT (126.98226 37.56699)
77,zerowaste_2023_078,국민대학교 교내카페 (카페나무),,서울특별시 성북구 정릉동 산 1-79,서울특별시 성북구 정릉로 119-39,"[126.998396037,37.609899734]",126.998396037,37.609899734,02-910-4114,,1,,http://www.kookmin.ac.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,02707,다사55725683,KOR,,1,카페,N,POINT (126.998396037 37.609899734)
78,zerowaste_2023_025,로코랩,,서울특별시 종로구 수송동 46-13,서울특별시 종로구 율곡로4길 51,"[126.98136,37.57334]",126.981360000,37.573340000,02-3210-3258,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 08:30 ~ 21:00, 토 11:00 ~ 20:00, 일 휴무",취급품목(메뉴),커피 음료,인스타그램,http://www.instagram.com/locolabcoffee,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03144,다사54205278,KOR,,1,카페,N,POINT (126.98136 37.57334)
79,zerowaste_0050,앞으로의 빵집,,서울특별시 종로구 익선동 42,서울특별시 종로구 삼일대로32가길 29-1,"[126.989387079,37.574727662]",126.989387079,37.574727662,010-6662-2943,,0,,https://instashop.srookpay.com/apbbang,서울시 인증 여부,아니요,제로웨이스트 활동내용,다회용기 할인,운영시간,금토13:00~20:00,취급품목(메뉴),비건베이커리,인스타그램,http://www.instagram.com/apbbang,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03132,다사54915293,KOR,#환경,1,카페,N,POINT (126.989387079 37.574727662)
80,zerowaste_2023_012,스타벅스 서소문로점,,서울특별시 중구 서소문동 136,서울특별시 중구 서소문로 120,"[126.97468,37.56291]",126.974680000,37.562910000,1522-3232,,1,,https://www.starbucks.co.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00~21:00, 토,일 08:00~19:00",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04514,다사53605163,KOR,#환경,1,카페,N,POINT (126.97468 37.56291)
81,zerowaste_0049,에코스토어(ecostore) 더현대서울,,서울특별시 영등포구 여의도동 22,서울특별시 영등포구 여의대로 108,"[126.927301228,37.527097227]",126.927301228,37.527097227,02-767-2233,,1,,https://korea.ecostore.com/,서울시 인증 여부,아니요,제로웨이스트 활동내용,"세제 무포장 리필, 사탕수수 용기 등 탄소배출 감량한 용기 사용",운영시간,"평일10:30~20:00, 금토일 10:30~20:30",취급품목(메뉴),에코스토어 세탁세제/섬유유연제 리필,인스타그램,http://www.instagram.com/ecostorekr_official,제로페이,알수없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07335,다사49394768,KOR,#환경,3,리필샵,N,POINT (126.927301228 37.527097227)
82,zerowaste_2023_098,카페겸,,서울특별시 서대문구 북가좌동 342-14,서울특별시 서대문구 증가로 264,"[126.91121,37.58408]",126.911210000,37.584080000,0507-1410-1401,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~화,목~일 10:30 ~ 22:00, 수 휴무",취급품목(메뉴),커피 음료,인스타그램,http://instagram.com/cafegyum,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03677,다사48015401,KOR,,1,카페,N,POINT (126.91121 37.58408)
83,zerowaste_2023_052,카페자스 광화문,,서울특별시 종로구 당주동 2-2,서울특별시 종로구 새문안로5가길 3-1,"[126.97428,37.57249]",126.974280000,37.572490000,02-733-7071,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00 ~ 22:00, 토,일 09:00-22:00",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03173,다사53575269,KOR,,1,카페,N,POINT (126.97428 37.57249)
84,zerowaste_0055,보탬상점,,서울특별시 중랑구 중화동 455,서울특별시 중랑구 봉화산로22길 2,"[127.082034035,37.601451021]",127.082034035,37.601451021,010-2175-2026,,1,,,서울시 인증 여부,아니요,제로웨이스트 활동내용,"세제 무포장 리필, 친환경 생필품 판매",운영시간,"매일11:00~20:00, 일휴무",취급품목(메뉴),"세제류, 천연수세미, 기타 친환경 생필품",인스타그램,http://www.instagram.com/botemstore0226,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,02089,다사63105586,KOR,#환경,3,리필샵,N,POINT (127.082034035 37.601451021)
