행정동명,2023년09월_전체세대,2023년09월_1인세대,2023년09월_2인세대,2023년09월_3인세대,2023년09월_4인세대,2023년09월_5인세대,2023년9월_6인가구이상,채소가게수,제로웨이스트 가게수,유치원수,거주인구대비취약자수,거주인구대비취약자백분위수,미세먼지지수,미세먼지백분위,행정구역면적,공원수,공원율,도시농업(프로그램수),도시농업(시설수),초등학교수,사업체수 (개),종사자수 (명),채식식당수,인구수,1_0대,1_10대,1_20대,1_30대,1_40대,1_50대,1_60대,1_70대,1_80대,1_90대,1_기타,2_0대,2_10대,2_20대,2_30대,2_40대,2_50대,2_60대,2_70대,2_80대,2_90대,2_기타,카페수,승하차인원_버스_지하철,1점포당_1년_매출액,행정동별_1년_매출액,1인세대_(수),1인세대,총_10대_(수),총_20_30대_(수),총_40_50대_(수),총_60대이상_(수),총_10대,총_20_30대,총_40_50대,총_60대이상,유치원_초등학교_(수),유치원_초등학교,거주_유동_인구당_매출액
송중동,13904,6288,3304,2275,1573,359,105,3.0,1.0,4.0,8125,88.0,13.848,5,1.075,5,0.41,0.0,0.0,2.0,3022,8752,1.0,57984,1366,1826,3806,3890,4272,4806,4442,2424,1058,80,0,1330,1934,3980,3794,4088,5214,5018,3058,1420,178,0,81.0,955265.0,47658223.84,7291708248,6288,0.4522439585730725,3760,15470,18380,17678,0.06484547461368653,0.26679773730684325,0.31698399558498896,0.3048772075055188,6.0,0.00010347682119205298,19.71606472963001
송천동,13114,6495,3251,1890,1186,231,61,7.0,0.0,1.0,7700,86.0,13.848,5,0.9292,2,0.23,0.0,0.0,2.0,2658,7730,0.0,50364,796,1414,3108,3206,3460,4756,4730,2396,1062,76,4,770,1364,3086,2718,3126,4578,4774,3156,1602,174,8,37.0,448989.0,16043854.33,978675114,6495,0.49527222815311883,2778,12118,15920,17982,0.055158446509411485,0.2406083710586927,0.31609880073068064,0.3570407433881344,3.0,5.9566356921610674e-05,5.369551564107517
송파1동,12519,6653,2714,1677,1107,280,88,2.0,0.0,3.0,5018,69.0,16.56,23,0.6864,6,2.74,0.0,0.0,1.0,3406,16572,2.0,47122,1018,1098,3642,5370,3164,2844,2770,1468,584,34,0,956,1246,4676,5284,3624,3550,3326,1698,648,118,4,100.0,271599.0,32513637.74,20516105411,6653,0.5314322230210081,2344,18972,13182,10650,0.04974321972751581,0.40261449004711175,0.2797419464369085,0.2260090828063325,4.0,8.488604049064132e-05,176.35646215763148
송파2동,7150,1830,1645,1741,1520,326,88,3.0,0.0,4.0,5139,70.0,16.56,23,0.6305,5,3.27,0.0,0.0,1.0,1257,3951,1.0,37372,1386,1688,2246,2586,2880,2846,2598,1372,350,36,2,1236,1812,2556,2846,2988,3070,2990,1260,488,136,0,38.0,173269.0,9840075.889,265682049,1830,0.25594405594405595,3500,10234,11784,9232,0.09365300224767205,0.2738413785721931,0.31531627956759073,0.24702986192871668,5.0,0.00013379000321096007,3.4556236661311623
수궁동,9991,3420,2789,1939,1382,349,112,1.0,0.0,1.0,6426,80.0,36.217,44,2.6594,5,0.32,2.0,1.0,1.0,1801,6447,0.0,22869,613,990,1421,1511,872,1783,994,994,340,26,851,587,835,1279,1486,800,1990,1107,1128,513,71,916,26.0,421390.0,39112593.41,2581431165,3420,0.3423080772695426,1825,5697,5445,6940,0.07980235252962525,0.24911452184179456,0.23809523809523808,0.30346757619484893,2.0,8.745463290917836e-05,15.919574281410014
수색동,7779,2255,2036,1656,1428,325,79,3.0,0.0,2.0,2526,43.0,13.844,4,1.2893,1,0.03,0.0,0.0,1.0,791,2760,0.0,26478,966,950,1636,2094,1848,2272,1894,862,346,30,2,932,836,1636,2118,1770,2378,2028,1110,660,108,2,17.0,202454.0,34525454.48,4863485687,2255,0.28988301838282554,1786,7484,8268,7042,0.0674522244882544,0.28264974695974016,0.31225923408112394,0.2659566432510008,3.0,0.00011330160888284614,58.203389305767416
수서동,7743,3861,2237,968,523,116,38,1.0,0.0,4.0,4969,68.0,16.56,23,1.6281,4,0.88,0.0,0.0,1.0,2229,18865,1.0,14220,280,244,609,971,826,856,1405,905,285,33,2,292,253,546,973,805,1029,1874,1364,545,116,7,30.0,398636.0,60242955.67,10964217932,3861,0.49864393645873695,497,3099,3516,6536,0.034950773558368495,0.21793248945147678,0.24725738396624472,0.45963431786216596,5.0,0.00035161744022503517,72.75891167466663
수유1동,10478,5246,2532,1523,897,208,72,13.0,0.0,2.0,5731,74.0,13.848,5,1.6487,3,0.33,0.0,0.0,2.0,2031,5815,1.0,40146,774,1252,2692,2928,2866,3294,3210,1794,746,96,2,752,1248,3056,2444,2426,3358,3594,2262,1184,162,6,44.0,305612.0,34541410.76,3676193002,5246,0.5006680664248903,2500,11120,11944,13056,0.062272704628107405,0.27698899018582174,0.29751407363124593,0.3252129726498281,4.0,9.963632740497185e-05,29.129511534989987
수유2동,9828,4031,2654,1708,1092,267,76,2.0,0.0,3.0,6143,78.0,13.848,5,0.5812,3,0.28,0.0,0.0,0.0,1828,4637,0.0,41514,908,1302,2498,2560,2860,3390,3302,1854,948,80,4,838,1196,2870,2226,2692,3748,3942,2574,1510,210,2,31.0,259598.0,34541410.76,3676193002,4031,0.4101546601546602,2498,10154,12690,14426,0.06017247193717782,0.24459218576865635,0.3056800115623645,0.347497229850171,3.0,7.226477814713109e-05,33.44855618279932
수유3동,13560,8193,2715,1545,834,215,58,10.0,7.0,1.0,5598,73.0,13.848,5,0.7451,5,0.6,3.0,3.0,0.0,3235,9873,4.0,45912,670,1004,3904,3582,3196,3938,3468,1872,870,62,0,608,1084,4510,3070,2668,3838,3806,2370,1260,124,8,74.0,713471.0,34541410.76,3676193002,8193,0.6042035398230089,2088,15066,13640,13840,0.045478306325143755,0.3281495033978045,0.29709008538072834,0.30144624499041645,1.0,2.1780798048440494e-05,13.263085490872285
숭인1동,2994,1497,689,437,283,67,21,0.0,0.0,1.0,1575,29.0,14.146,7,0.2392,1,19.06,0.0,0.0,0.0,736,1897,1.0,11500,204,346,664,824,836,1070,922,474,186,18,0,204,338,740,786,804,1086,1014,552,370,60,2,6.0,71036.0,49066677.02,20405604305,1497,0.5,684,3014,3796,3598,0.059478260869565217,0.26208695652173913,0.33008695652173914,0.3128695652173913,1.0,8.695652173913044e-05,677.3500680815412
숭인2동,6562,4734,978,473,294,71,12,4.0,0.0,0.0,1897,34.0,14.146,7,0.3516,1,2.39,0.0,0.0,0.0,2267,6053,1.0,19510,200,302,1852,1778,1178,1682,1532,728,296,26,0,202,330,2836,1768,1006,1424,1212,718,394,46,0,29.0,235412.0,18863346.12,641353768,4734,0.7214263943919537,632,8234,5290,4952,0.03239364428498206,0.4220399794976935,0.27114300358790366,0.25381855458739105,0.0,0.0,6.892828437556994
시흥1동,16363,7932,3794,2479,1679,369,110,14.0,1.0,2.0,9466,93.0,14.245,8,1.5228,6,0.53,2.0,2.0,2.0,4103,15341,2.0,64634,1526,2162,4382,5098,4660,5566,5038,2588,1018,108,8,1390,1910,4514,4542,4266,5560,5444,3106,1506,236,6,72.0,654533.0,67542524.58,16750546096,7932,0.48475218480718696,4072,18536,20052,19058,0.06300089736052232,0.2867840455487824,0.3102391929943992,0.2948602902497138,4.0,6.188693257418696e-05,63.81258749682448
시흥2동,8249,2280,2278,1723,1478,368,122,1.0,0.0,4.0,6400,80.0,14.245,8,1.3079,0,0.0,0.0,0.0,3.0,1090,2778,1.0,41278,1262,1884,2144,2216,2994,3428,3370,1700,674,46,4,1158,2108,2104,2248,3188,3828,3720,1964,1062,170,6,9.0,205974.0,21992093.1,439841862,2280,0.27639713904715724,3992,8712,13438,12716,0.09671011192402733,0.21105673724502155,0.32554871844566113,0.3080575609283395,7.0,0.00016958185958622027,4.873757127385316
시흥3동,4628,1591,1376,902,584,144,31,0.0,0.0,1.0,3066,49.0,14.245,8,1.2605,6,0.82,0.0,0.0,1.0,3839,9592,0.0,20786,424,626,1264,1440,1376,1786,1842,1106,386,16,0,450,618,1148,1256,1268,1908,2122,1080,602,66,2,13.0,102889.0,41532537.65,1661301506,1591,0.3437770095073466,1244,5108,6338,7222,0.05984797459828731,0.24574232656595785,0.30491677090349273,0.3474453959395747,2.0,9.62186086789185e-05,36.80219102763263
시흥4동,9103,3535,2505,1629,1118,230,86,2.0,0.0,0.0,5803,75.0,14.245,8,0.8211,8,1.61,0.0,0.0,1.0,1171,2350,0.0,39472,806,1340,2478,2566,2580,3482,3688,1870,662,44,2,840,1274,2366,2296,2516,3788,3770,2060,922,118,4,13.0,139331.0,28314956.45,1189228171,3535,0.3883335164231572,2614,9706,12366,13140,0.06622415889744629,0.24589582488852857,0.3132853668423186,0.3328942034860154,1.0,2.5334414268342115e-05,18.222062116422766
시흥5동,9173,4191,2413,1431,857,226,55,3.0,0.0,2.0,5681,74.0,14.245,8,1.386,3,0.87,0.0,0.0,2.0,1517,3732,0.0,36842,778,1248,2294,2372,2508,3450,3294,1686,766,58,0,716,1204,2042,1938,2232,3234,3272,2310,1256,180,4,22.0,242460.0,38676797.7,2746052637,4191,0.45688433445982773,2452,8646,11424,12826,0.06655447586993106,0.23467781336518104,0.3100808859453884,0.34813528038651537,4.0,0.0001085717387763965,26.93654854670493
신길1동,11612,7365,2065,1177,777,187,41,2.0,0.0,0.0,4390,63.0,15.774,17,0.7224,2,8.01,0.0,0.0,1.0,1492,4556,1.0,38796,722,930,3486,4014,2760,3064,2554,1344,638,78,0,764,832,3914,3154,2250,2702,2704,1740,1004,136,6,23.0,259895.0,43889413.38,4827835472,7365,0.6342576644850155,1762,14568,10776,10204,0.045417053304464376,0.3755026291370244,0.27776059387565727,0.26301680585627385,1.0,2.5775853180740283e-05,44.28304334121261
신길3동,7562,3110,1836,1403,979,190,44,3.0,0.0,3.0,4788,67.0,15.774,17,0.5197,1,0.33,0.0,0.0,1.0,1274,2701,0.0,32502,1040,1084,1994,2474,2452,2716,2420,1256,524,32,0,1054,1034,1958,2396,2222,2692,2736,1510,802,96,10,16.0,178197.0,1349099.6,182419287,3110,0.4112668606188839,2118,8822,10082,9386,0.06516522060180913,0.2714294504953541,0.31019629561257767,0.28878222878592086,4.0,0.00012306934957848748,2.3720039890704308
신길4동,5754,2397,1353,1077,743,155,29,1.0,0.0,3.0,2905,48.0,15.774,17,0.2919,0,0.0,0.0,0.0,1.0,620,1455,2.0,24692,808,888,1446,1926,1922,2004,1922,926,368,24,4,768,778,1436,1744,1768,2042,2108,1132,598,80,0,18.0,99544.0,3852266.833,182419287,2397,0.4165797705943691,1666,6552,7736,7162,0.06747124574761056,0.265349100923376,0.3132998542037907,0.29005345861007614,4.0,0.00016199578810950914,4.022818414092137
신길5동,4607,1901,1139,793,603,136,35,2.0,0.0,1.0,3313,51.0,31.547,39,0.4943,2,4.27,0.0,0.0,1.0,721,2192,0.0,20224,690,700,1072,1394,1560,1662,1536,852,300,12,0,670,750,1166,1342,1464,1676,1834,980,480,84,0,8.0,153411.0,226548039.8,5663700994,1901,0.41263294985891036,1450,4974,6362,6078,0.07169699367088607,0.24594541139240506,0.3145767405063291,0.3005340189873418,2.0,9.889240506329114e-05,89.36556008096026
신길6동,8775,4146,1965,1331,1033,238,62,2.0,0.0,2.0,4492,64.0,15.774,17,0.6555,1,0.12,0.0,0.0,1.0,1659,5235,0.0,36470,1068,1218,2708,3024,2562,2754,2494,1390,512,50,0,928,1050,3068,3052,2374,2852,2806,1586,840,132,2,40.0,244903.0,26424172.4,1189087758,4146,0.4724786324786325,2268,11852,10542,9812,0.06218809980806142,0.32497943515217986,0.2890595009596929,0.2690430490814368,3.0,8.225939128050452e-05,11.57813535574506
신길7동,7898,2254,1895,1710,1618,345,76,3.0,0.0,2.0,5314,71.0,15.774,17,0.6395,1,0.16,0.0,0.0,1.0,996,3511,1.0,39696,2032,1908,2480,3266,3414,2832,2288,1066,446,54,0,1830,1666,2436,3290,3362,3060,2324,1242,606,92,2,21.0,270647.0,11067185.28,641896746,2254,0.2853887060015194,3574,11472,12668,8120,0.09003426037887949,0.2889963724304716,0.31912535268037084,0.2045546150745667,3.0,7.557436517533252e-05,5.666701752312146
신내1동,14929,4020,3924,3164,2823,786,212,3.0,0.0,2.0,11798,97.0,15.673,17,2.6049,6,2.77,3.0,2.0,2.0,3257,15420,3.0,76628,2488,4042,4454,4562,5666,5834,5820,2920,1112,80,0,2428,3806,4238,4738,5918,6502,6512,3294,1846,352,16,48.0,427060.0,41104839.15,5590258125,4020,0.26927456628039387,7848,17992,23920,21952,0.10241687111760714,0.23479668006472829,0.31215743592420525,0.2864749177846218,4.0,5.2200240121104554e-05,30.407267365773073
신내2동,8928,3191,2470,1766,1194,241,66,3.0,0.0,5.0,6010,77.0,15.673,16,0.9106,5,114.53,1.0,1.0,4.0,1556,7186,1.0,39788,1018,1568,2178,2680,2890,3098,3122,1626,624,66,6,1036,1486,2152,2762,2858,3604,3732,1978,1126,166,12,22.0,236413.0,11865533.29,201714066,3191,0.35741487455197135,3054,9772,12450,12458,0.07675681109882376,0.24560168895144266,0.312908414597366,0.3131094802453001,9.0,0.00022619885392580677,2.000866313707513
신당5동,5352,2778,1216,713,497,115,33,0.0,0.0,1.0,2447,41.0,14.146,7,0.3195,2,5.1,0.0,0.0,1.0,1552,4149,0.0,20196,488,452,1334,1738,1462,1816,1406,698,300,32,2,488,532,1690,1732,1360,1722,1428,948,486,80,2,20.0,144514.0,30218223.04,1601565821,2778,0.5190582959641256,984,6494,6360,5382,0.0487225193107546,0.32154882154882153,0.31491384432560904,0.26648841354723707,2.0,9.902951079421667e-05,26.639861358651945
신당동,4728,3146,869,399,225,68,21,0.0,1.0,1.0,1783,32.0,42.439,46,0.5345,0,0.0,0.0,0.0,1.0,12136,23988,0.0,15010,210,218,1128,1350,1068,1352,1190,634,230,24,0,274,276,1482,1306,934,1124,1074,666,386,82,2,64.0,137030.0,34494169.75,7485234835,3146,0.6653976311336718,494,5266,4478,4288,0.03291139240506329,0.3508327781479014,0.2983344437041972,0.2856762158560959,2.0,0.00013324450366422385,134.88221980156627
신대방1동,10474,4246,2258,1867,1636,367,100,2.0,0.0,4.0,6864,83.0,15.774,17,0.6748,4,0.95,0.0,0.0,1.0,1453,3806,2.0,46738,1362,2178,3226,3096,3458,3784,2972,1542,690,66,2,1278,2338,3668,3062,3864,3840,3310,1916,936,150,0,32.0,145388.0,26856688.22,1960538240,4246,0.4053847622684743,4516,13052,14946,11584,0.09662373229492062,0.27925884719072275,0.31978261799820273,0.24784971543497797,5.0,0.0001069793315931362,27.957369870999326
신대방2동,10687,5046,2190,1646,1384,332,89,3.0,0.0,0.0,5181,70.0,15.774,17,0.9763,1,43.44,0.0,0.0,1.0,1810,18775,2.0,44270,1442,1870,3360,3706,3350,3016,2336,1342,692,28,2,1458,1744,4022,3964,3468,3160,2582,1756,836,130,6,59.0,268245.0,52926417.23,12543560884,5046,0.47216244034808647,3614,15052,12994,9710,0.08163541901965213,0.3400045177320985,0.29351705443867177,0.21933589338152248,1.0,2.25886604924328e-05,109.9656663844519
신도림동,14050,3765,3333,3318,2984,493,157,1.0,1.0,3.0,9753,93.0,17.357,29,1.3918,3,0.83,0.0,0.0,2.0,3711,15112,1.0,35717,1588,1758,1927,2682,1683,2584,1164,1109,355,23,1468,1465,1786,2242,3054,1759,2675,1165,1138,478,79,1606,64.0,595310.0,55276120.67,9605288968,3765,0.2679715302491103,3544,9905,8701,8585,0.09922445894112047,0.2773189237617941,0.24360948567908838,0.24036173250832937,5.0,0.00013998936080857855,41.70322377061737
신림동,19120,16401,1863,516,266,58,16,7.0,0.0,0.0,2545,43.0,14.245,8,0.5408,2,0.35,0.0,0.0,0.0,2385,6024,3.0,46768,298,474,8780,7406,2918,2134,1444,790,396,12,2,262,558,9798,5096,1978,1480,1494,996,402,50,0,62.0,466126.0,66690148.87,25142186125,16401,0.8577928870292887,1032,31080,8510,5586,0.02206637016763599,0.6645569620253164,0.1819620253164557,0.1194406431748204,0.0,0.0,134.30202285916536
신사1동,12041,4463,3242,2334,1557,343,102,2.0,0.0,3.0,7117,84.0,13.844,4,0.8077,2,0.24,0.0,0.0,0.0,1986,5162,1.0,53344,1328,1874,3656,3930,3912,4102,3834,2024,884,56,0,1238,1780,3648,3826,3936,4664,4600,2616,1262,170,4,31.0,333551.0,25561784.16,2888481610,4463,0.37065027821609503,3654,15060,16614,15450,0.06849880023995202,0.28231853629274145,0.3114502099580084,0.289629574085183,3.0,5.623875224955009e-05,20.45425308307252
신사2동,8714,3387,2274,1590,1130,257,76,1.0,0.0,2.0,5594,73.0,13.844,4,1.0454,7,11.29,1.0,1.0,3.0,2060,4261,0.0,38372,944,1548,2620,2664,2864,3166,3046,1512,640,56,2,790,1296,2432,2546,2700,3296,3336,1822,948,136,8,30.0,306558.0,13200762.78,712841190,3387,0.3886848749139316,2844,10262,12026,11506,0.07411654331283227,0.26743458772021267,0.31340560825602004,0.2998540602522673,5.0,0.00013030334618993015,5.661988118295989
신사동(강남구),6773,2626,1522,1237,1038,247,103,3.0,2.0,1.0,4296,62.0,24.689,36,2.0577,8,1.42,0.0,0.0,1.0,6143,28917,10.0,31110,436,770,910,933,1120,1249,824,618,349,37,1,412,778,1047,1135,1402,1305,984,801,370,74,0,115.0,377073.0,45869429.93,49217898319,2626,0.3877159309021113,1548,4025,5076,4058,0.049758919961427193,0.1293796207007393,0.16316297010607522,0.13044037287045965,2.0,6.428801028608164e-05,330.35074228558307
신사동(관악구),14564,10047,2328,1219,761,158,51,5.0,0.0,2.0,5244,71.0,14.245,8,0.6406,2,0.3,0.0,0.0,1.0,2088,4914,1.0,45352,632,1014,5760,4782,2694,3000,2594,1510,668,44,0,542,922,6522,3606,2522,3032,2758,1860,774,112,4,31.0,235518.0,28544409.84,3653684459,10047,0.689851689096402,1936,20670,11248,10324,0.04268830481566414,0.45576821308872817,0.24801552301993296,0.22764155935791144,3.0,6.614923266890104e-05,35.63959984412425
신수동,10014,3979,2272,1884,1518,290,71,1.0,1.0,1.0,5562,73.0,86.02,57,0.7973,4,1.25,0.0,0.0,1.0,2337,7126,2.0,44378,1556,1964,3372,3228,3382,3718,2436,1230,656,68,2,1514,1690,3192,3470,3774,3724,2770,1600,910,116,6,43.0,76422.0,57234497.89,8127298700,3979,0.39734371879368885,3654,13262,14598,9794,0.08233809545270179,0.29884176844382354,0.32894677542926676,0.2206949389337059,2.0,4.5067375726711436e-05,184.3259253379298
신원동,11336,7558,2072,969,583,115,39,7.0,0.0,2.0,4183,60.0,14.245,8,0.5446,1,0.07,0.0,0.0,1.0,1172,2777,0.0,35654,392,714,4474,3946,2248,2438,2000,1298,602,30,2,422,760,4350,2680,1956,2236,2448,1678,862,108,10,16.0,75605.0,36944012.39,1219152409,7558,0.6667254763585039,1474,15450,8878,9038,0.04134178493296685,0.4333314635104056,0.24900431929096314,0.2534918943176081,3.0,8.414203174959332e-05,30.0213338813163
신월1동,10128,4904,2486,1565,915,205,53,20.0,0.0,1.0,5591,73.0,14.838,11,0.6219,5,0.8,0.0,0.0,0.0,2238,5875,0.0,39580,756,1220,2404,2854,3088,3594,3874,1890,564,32,0,732,1136,2350,2252,2492,3400,3800,2166,806,158,12,26.0,97117.0,40661652.0,2846315640,4904,0.48420221169036337,2356,9860,12574,13302,0.059525012632642746,0.2491157150075796,0.3176856998484083,0.3360788276907529,1.0,2.5265285497726124e-05,57.0467899156228
신월2동,8723,2750,2280,1802,1426,355,110,2.0,1.0,0.0,5933,76.0,14.838,11,0.6064,3,0.49,0.0,0.0,2.0,1622,4847,0.0,41694,1360,1718,2506,2738,3346,3188,3090,1798,518,46,0,1240,1794,2446,2792,3210,3324,3720,1966,762,128,4,18.0,224544.0,38308083.66,1455707179,2750,0.31525851197982346,3512,10482,13068,12032,0.08423274332038183,0.25140307957979563,0.31342639228665997,0.28857869237780015,2.0,4.796853264258646e-05,14.979975986055118
신월3동,7754,4143,1780,962,636,186,47,5.0,0.0,2.0,4208,61.0,14.838,11,0.9176,3,23.99,0.0,0.0,2.0,1462,5259,1.0,29102,770,994,1902,2066,2156,2840,2854,1268,434,14,2,636,900,1640,1822,1750,2318,2432,1494,734,76,0,15.0,79566.0,31082276.64,2424417578,4143,0.5343048749032757,1894,7430,9064,9308,0.06508143770187616,0.255308913476737,0.3114562573019036,0.31984056078620027,4.0,0.00013744759810322316,61.12415743112994
신월4동,6852,1727,1821,1619,1277,327,81,1.0,0.0,3.0,5291,71.0,14.838,11,0.4695,5,1.09,0.0,0.0,1.0,1605,3977,1.0,34998,1122,1616,2092,2064,2898,2640,2678,1428,448,36,4,1140,1508,1812,2110,2822,2940,3068,1658,770,134,10,12.0,193119.0,78178147.7,3361660351,1727,0.2520431990659661,3124,8078,11300,10234,0.08926224355677467,0.23081318932510428,0.32287559289102236,0.29241670952625864,4.0,0.00011429224527115835,40.37414291308456
신월5동,6376,2457,1627,1154,849,221,68,1.0,0.0,2.0,3825,57.0,14.838,11,0.6379,4,0.53,0.0,0.0,1.0,1316,4437,0.0,28320,784,1190,1902,2134,2112,2266,2180,1110,370,10,0,706,1086,1850,1798,2114,2456,2384,1196,568,102,2,14.0,141339.0,21629441.52,1319395933,2457,0.3853513174404015,2276,7684,8948,7922,0.08036723163841808,0.2713276836158192,0.31596045197740114,0.2797316384180791,3.0,0.0001059322033898305,21.306169304794864
신월6동,5379,1260,1394,1350,1106,231,38,4.0,0.0,1.0,3590,55.0,14.838,11,0.444,2,0.97,0.0,0.0,1.0,2061,3735,0.0,27794,1480,1222,1468,2162,2378,1984,1736,864,262,6,0,1326,1322,1444,2354,2260,2146,2030,902,378,62,8,19.0,74764.0,15316998.89,291022979,1260,0.23424428332403793,2544,7428,8768,6248,0.09153054616104195,0.2672519248758725,0.31546376915881125,0.2247967187162697,2.0,7.195797654169965e-05,7.774364068497692
신월7동,8972,3584,2597,1594,939,212,46,3.0,0.0,2.0,5949,76.0,14.838,11,1.1784,8,9.51,2.0,2.0,1.0,1777,5684,0.0,37516,838,1158,2260,2682,2604,3176,3222,1708,598,56,0,762,1036,2110,2304,2402,3346,3754,2118,1206,176,0,16.0,198885.0,36369147.95,1600242510,3584,0.3994650022291574,2194,9356,11528,12838,0.05848171446849344,0.24938692824394926,0.3072822262501333,0.34220066105128477,3.0,7.996588122401109e-05,18.545717043474944
신정1동,6963,1403,1339,1800,1988,347,86,2.0,1.0,2.0,5883,76.0,14.838,11,0.747,7,4.08,0.0,0.0,2.0,1582,6150,3.0,39560,1554,2984,2148,1638,3474,3498,2280,1150,434,44,0,1512,2760,2088,1994,4108,3400,2492,1222,616,158,6,43.0,253575.0,20776832.19,3947598116,1403,0.20149360907654745,5744,7868,14480,8402,0.14519716885743175,0.19888776541961578,0.3660262891809909,0.21238624873609707,4.0,0.00010111223458038423,36.8954144135282
신정2동,6869,1617,1382,1527,1897,378,68,3.0,1.0,1.0,5057,69.0,14.838,11,0.5255,2,0.42,0.0,0.0,2.0,1560,4330,1.0,37662,1048,3002,2266,1522,3168,3566,2428,1090,386,48,0,1020,2816,2098,1644,3816,3240,2478,1286,606,128,6,30.0,74847.0,27547293.0,4242283122,1617,0.23540544475178338,5818,7530,13790,8456,0.15447931602145398,0.19993627529074398,0.36615155860018056,0.2245233922786894,3.0,7.965588657001752e-05,103.30456661184
신정3동,19775,5499,4961,4274,3890,951,200,2.0,0.0,7.0,12444,97.0,14.838,11,2.7546,14,61.05,0.0,0.0,5.0,3433,10739,1.0,80894,3354,5602,6174,5996,7700,8646,6426,3228,1144,104,2,3292,5284,5954,6048,8440,9198,7368,3964,1756,326,20,44.0,490650.0,97584248.55,3025111705,5499,0.27807838179519595,10886,24172,33984,24338,0.13457116720646772,0.29881078942814054,0.42010532301530396,0.30086285756669223,12.0,0.00014834227507602542,14.501031021185774
신정4동,16367,8029,3829,2384,1642,364,119,5.0,0.0,4.0,8354,89.0,14.838,12,0.9964,10,0.97,0.0,0.0,2.0,4593,17802,1.0,64400,1238,2176,4722,5212,4760,5084,4506,2632,966,52,0,1216,2016,5414,4590,4668,5450,5222,3092,1194,184,6,79.0,422926.0,32935685.36,10144191091,8029,0.4905602737215128,4192,19938,19962,17854,0.06509316770186335,0.30959627329192546,0.30996894409937886,0.2772360248447205,6.0,9.316770186335404e-05,57.03021049339479
신정6동,8179,1192,1738,2379,2402,364,104,1.0,2.0,2.0,6278,79.0,14.838,12,0.9402,7,5.2,2.0,2.0,0.0,1044,6577,3.0,47876,1852,3614,2764,2260,3982,4176,2846,1324,356,62,2,1682,3452,2644,2686,4926,4326,3002,1234,552,130,4,21.0,158456.0,37966759.29,4564944470,1192,0.14573908790805723,7066,10354,17410,9512,0.1475896064834155,0.2162670231431197,0.3636477567048208,0.19867992313476482,2.0,4.177458434288579e-05,60.614432943422216
신정7동,11510,3385,2817,2532,2292,397,87,4.0,0.0,3.0,8160,88.0,14.838,11,1.2332,4,11.85,0.0,0.0,3.0,1555,5264,1.0,56638,1654,3352,3210,2812,4432,4912,4108,1958,700,64,2,1618,3118,2898,2964,4904,5056,4600,2534,1466,270,6,32.0,161220.0,37924956.4,182419287,3385,0.2940920938314509,6470,11884,19304,15708,0.11423425968431089,0.20982379321303718,0.34083124404110315,0.27734030156432077,6.0,0.00010593594406582154,2.2940579115439905
신촌동,14972,11971,1607,735,493,119,47,5.0,2.0,3.0,3104,50.0,63.233,52,2.7183,4,0.45,0.0,0.0,3.0,5275,34964,20.0,40694,554,832,6428,3622,1792,1858,1330,782,456,52,0,472,1046,10628,3684,1928,1974,1462,1006,684,98,6,223.0,1173952.0,32080674.11,41063262856,11971,0.7995591771306438,1878,24362,7552,5876,0.0461493094805131,0.5986631935911928,0.1855801838108812,0.14439475106895366,6.0,0.000147441883324323,92.6212987293733
쌍문1동,9423,3540,2555,1761,1170,306,91,0.0,0.0,5.0,6262,78.0,15.646,16,1.1749,4,28.06,1.0,1.0,3.0,1457,4787,1.0,41692,1006,1384,2540,2542,2872,3532,3270,1826,902,72,0,844,1530,3032,2310,2820,3766,3732,2226,1312,170,4,22.0,249557.0,25276286.9,2274865821,3540,0.37567653613498886,2914,10424,12990,13514,0.06989350474911254,0.25002398541686655,0.3115705650964214,0.32413892353449103,8.0,0.00019188333493236112,21.39924634464028
쌍문2동,8477,3374,2345,1489,990,216,63,1.0,0.0,2.0,5263,71.0,15.646,16,0.5408,2,0.3,0.0,0.0,1.0,1680,5781,1.0,36264,844,1266,2200,2518,2542,2922,2886,1440,606,64,0,816,1104,2204,2246,2492,3398,3482,1908,1114,206,6,34.0,288050.0,19471245.19,1362987163,3374,0.39801816680429397,2370,9168,11354,11712,0.06535407015221707,0.2528127068166777,0.31309287447606443,0.3229649238914626,3.0,8.272667107875579e-05,11.514185035118595
쌍문3동,8211,3763,1979,1377,862,191,39,4.0,0.0,0.0,4474,64.0,15.646,16,0.5044,3,0.4,0.0,0.0,0.0,1307,4323,1.0,33236,684,990,2310,2470,2342,2662,2428,1394,652,38,2,746,916,2596,2292,2222,2938,2806,1758,884,98,8,24.0,194306.0,54342015.68,4401703270,3763,0.45828766289124345,1906,9668,10164,10068,0.05734745456733662,0.2908893970393549,0.3058129738837405,0.3029245396557949,0.0,0.0,52.99883544004461
쌍문4동,7088,1755,1816,1708,1469,287,53,0.0,0.0,4.0,4947,68.0,15.646,16,0.5544,2,0.16,0.0,0.0,2.0,907,2236,0.0,36438,1090,1876,2230,2054,2526,2882,2808,1220,450,60,0,926,1742,2232,2270,2840,3586,3302,1322,880,138,4,12.0,163630.0,35518027.47,3185693848,1755,0.24760158013544017,3618,8786,11834,10184,0.0992919479664087,0.2411219057028377,0.3247708436247873,0.27948844612766893,6.0,0.00016466326362588507,43.62480931825645
